"año","mes","fecha","encuesta","detalle de encuesta","grupo","variable","porcentaje","porcentaje ic inferior","porcentaje ic superior"
"2011","7","2011-07-15","64","Jun-Jul '11","total","Pobreza","0.29629960913721","0.25931681317235","0.33328240510206"
"2011","7","2011-07-15","64","Jun-Jul '11","total","Sueldos","0.26627833497855","0.23447471328364","0.29808195667346"
"2011","7","2011-07-15","64","Jun-Jul '11","total","Alzas de precios, inflación","0.14481292768717","0.11641945646959","0.17320639890474"
"2011","7","2011-07-15","64","Jun-Jul '11","total","Sistema judicial","0.12189397927153","0.074578244793092","0.16920971374997"
"2011","12","2011-12-15","65","Nov-Dic '11","total","Corrupción","0.10100270181045","0.078828514712487","0.12317688890841"
"2011","12","2011-12-15","65","Nov-Dic '11","total","Delincuencia, asaltos y robos","0.55244941048412","0.51651778407838","0.58838103688987"
"2011","12","2011-12-15","65","Nov-Dic '11","total","Pobreza","0.24727130637677","0.21895368100615","0.27558893174738"
"2011","12","2011-12-15","65","Nov-Dic '11","total","Sueldos","0.25433229689324","0.22381828805561","0.28484630573087"
"2011","12","2011-12-15","65","Nov-Dic '11","total","Alzas de precios, inflación","0.1641827901487","0.13728263241136","0.19108294788604"
"2011","12","2011-12-15","65","Nov-Dic '11","total","Sistema judicial","0.077669616506114","0.058019227334816","0.097320005677413"
"2012","4","2012-04-15","66","Abr '12","total","Corrupción","0.079820716836669","0.063453545053498","0.096187888619839"
"2012","4","2012-04-15","66","Abr '12","total","Delincuencia, asaltos y robos","0.44775752038007","0.41395334648656","0.48156169427357"
"2012","4","2012-04-15","66","Abr '12","total","Pobreza","0.27493901885588","0.2455283492549","0.30434968845685"
"2012","4","2012-04-15","66","Abr '12","total","Sueldos","0.30563904821973","0.27494491429239","0.33633318214708"
"2012","4","2012-04-15","66","Abr '12","total","Alzas de precios, inflación","0.16940610763216","0.14648550685831","0.19232670840601"
"2012","4","2012-04-15","66","Abr '12","total","Sistema judicial","0.089931937637403","0.073681189338737","0.10618268593607"
"2012","8","2012-08-15","67","Jul-Ago '12","total","Corrupción","0.096144409393621","0.075103703739655","0.11718511504759"
"2012","8","2012-08-15","67","Jul-Ago '12","total","Delincuencia, asaltos y robos","0.50409697835446","0.46486973577875","0.54332422093018"
"2012","8","2012-08-15","67","Jul-Ago '12","total","Pobreza","0.3129363992884","0.2799519090997","0.34592088947711"
"2012","8","2012-08-15","67","Jul-Ago '12","total","Sueldos","0.29245745954275","0.25781066496027","0.32710425412523"
"2012","8","2012-08-15","67","Jul-Ago '12","total","Alzas de precios, inflación","0.13107553121838","0.10460107231414","0.15754999012262"
"2012","8","2012-08-15","67","Jul-Ago '12","total","Sistema judicial","0.088861112764452","0.068515120365926","0.10920710516298"
"2012","12","2012-12-15","68","Nov-Dic '12","total","Corrupción","0.11770477185618","0.07691992176657","0.15848962194578"
"2012","12","2012-12-15","68","Nov-Dic '12","total","Delincuencia, asaltos y robos","0.45757179416983","0.42038591182997","0.49475767650967"
"2012","12","2012-12-15","68","Nov-Dic '12","total","Pobreza","0.28732123467881","0.253905745237","0.32073672412062"
"2012","12","2012-12-15","68","Nov-Dic '12","total","Sueldos","0.28655708422223","0.24585299051009","0.32726117793437"
"2012","12","2012-12-15","68","Nov-Dic '12","total","Alzas de precios, inflación","0.14633143778817","0.12102318181746","0.17163969375889"
"2012","12","2012-12-15","68","Nov-Dic '12","total","Sistema judicial","0.12100935270084","0.097068510742065","0.14495019465961"
"2013","8","2013-08-15","69","Jul-Ago '13","total","Corrupción","0.083728869758842","0.064163034866742","0.10329470465094"
"2013","8","2013-08-15","69","Jul-Ago '13","total","Delincuencia, asaltos y robos","0.46616039058182","0.42591184829131","0.50640893287233"
"2013","8","2013-08-15","69","Jul-Ago '13","total","Pobreza","0.23987660016687","0.20294357823066","0.27680962210309"
"2013","8","2013-08-15","69","Jul-Ago '13","total","Sueldos","0.28695076336457","0.24972155949135","0.32417996723778"
"2013","8","2013-08-15","69","Jul-Ago '13","total","Alzas de precios, inflación","0.123667741027","0.099003048362251","0.14833243369175"
"2013","8","2013-08-15","69","Jul-Ago '13","total","Sistema judicial","0.12793967105884","0.098097432948764","0.15778190916891"
"2013","9","2013-09-15","70","Sep-Oct '13†","total","Corrupción","0.11598578998534","0.092928960530156","0.13904261944053"
"2013","9","2013-09-15","70","Sep-Oct '13†","total","Delincuencia, asaltos y robos","0.47612622210474","0.43273627353359","0.51951617067588"
"2013","9","2013-09-15","70","Sep-Oct '13†","total","Pobreza","0.23942184877302","0.20729474746331","0.27154895008273"
"2013","9","2013-09-15","70","Sep-Oct '13†","total","Sueldos","0.26405798196434","0.22930033780596","0.29881562612272"
"2013","9","2013-09-15","70","Sep-Oct '13†","total","Alzas de precios, inflación","0.13734564175481","0.1101688664665","0.16452241704312"
"2013","9","2013-09-15","70","Sep-Oct '13†","total","Sistema judicial","0.10336431220816","0.080289436070737","0.12643918834558"
"2014","7","2014-07-15","71","Jul '14†","total","Corrupción","0.094351592151987","0.077419871655437","0.11128331264854"
"2014","7","2014-07-15","71","Jul '14†","total","Delincuencia, asaltos y robos","0.42727933546386","0.39784875768271","0.45670991324501"
"2014","7","2014-07-15","71","Jul '14†","total","Pobreza","0.22427667580713","0.19992914652603","0.24862420508822"
"2014","7","2014-07-15","71","Jul '14†","total","Sueldos","0.32581675783086","0.29613039540395","0.35550312025776"
"2014","7","2014-07-15","71","Jul '14†","total","Reformas constitucionales","0.01961231510455","0.0098616361157281","0.029362994093373"
"2014","7","2014-07-15","71","Jul '14†","total","Desigualdad","0.11272475688812","0.093181418362016","0.13226809541422"
"2014","7","2014-07-15","71","Jul '14†","total","Alzas de precios, inflación","0.13488247542771","0.11311788784711","0.15664706300831"
"2014","7","2014-07-15","71","Jul '14†","total","Sistema judicial","0.095173380361167","0.077340578324623","0.11300618239771"
"2014","11","2014-11-15","72","Nov '14†","total","Corrupción","0.088142623706373","0.069022848185437","0.10726239922731"
"2014","11","2014-11-15","72","Nov '14†","total","Delincuencia, asaltos y robos","0.48074258739403","0.44374958681635","0.51773558797171"
"2014","11","2014-11-15","72","Nov '14†","total","Pobreza","0.21915406209411","0.18840428300171","0.2499038411865"
"2014","11","2014-11-15","72","Nov '14†","total","Sueldos","0.23898339408667","0.20781889791249","0.27014789026086"
"2014","11","2014-11-15","72","Nov '14†","total","Reformas constitucionales","0.031190905154956","0.018891815945268","0.043489994364644"
"2014","11","2014-11-15","72","Nov '14†","total","Desigualdad","0.11135040013408","0.084725131664392","0.13797566860376"
"2014","11","2014-11-15","72","Nov '14†","total","Alzas de precios, inflación","0.14242538512032","0.11570473404683","0.16914603619381"
"2014","11","2014-11-15","72","Nov '14†","total","Sistema judicial","0.098738844429547","0.078233148181168","0.11924454067793"
"2015","4","2015-04-15","73","Abr '15†","total","Pensiones","0.12487316936762","0.094659677785785","0.15508666094946"
"2015","4","2015-04-15","73","Abr '15†","total","Corrupción","0.27735165784634","0.23236621037135","0.32233710532134"
"2015","4","2015-04-15","73","Abr '15†","total","Delincuencia, asaltos y robos","0.455404780617","0.41269967908555","0.49810988214845"
"2015","4","2015-04-15","73","Abr '15†","total","Pobreza","0.2035071154164","0.16401744811058","0.24299678272222"
"2015","4","2015-04-15","73","Abr '15†","total","Sueldos","0.23585720771075","0.20099412166301","0.27072029375848"
"2015","4","2015-04-15","73","Abr '15†","total","Inmigración","0.085431719268981","0.062645674685222","0.10821776385274"
"2015","4","2015-04-15","73","Abr '15†","total","Reformas constitucionales","0.045938665229195","0.027764630281176","0.064112700177213"
"2015","4","2015-04-15","73","Abr '15†","total","Desigualdad","0.12094220428327","0.089009443280912","0.15287496528562"
"2015","8","2015-08-15","74","Ago '15","total","Pensiones","0.11381909207035","0.093891796516767","0.13374638762393"
"2015","8","2015-08-15","74","Ago '15","total","Corrupción","0.25114650578767","0.22320796932992","0.27908504224542"
"2015","8","2015-08-15","74","Ago '15","total","Delincuencia, asaltos y robos","0.60269571950868","0.56839605852123","0.63699538049614"
"2015","8","2015-08-15","74","Ago '15","total","Pobreza","0.22676478580403","0.19956617483504","0.25396339677302"
"2015","8","2015-08-15","74","Ago '15","total","Sueldos","0.25922441866673","0.23026703750083","0.28818179983263"
"2015","8","2015-08-15","74","Ago '15","total","Inmigración","0.10569750059497","0.083750529018703","0.12764447217123"
"2015","8","2015-08-15","74","Ago '15","total","Reformas constitucionales","0.033711801205655","0.02232238620871","0.045101216202601"
"2015","8","2015-08-15","74","Ago '15","total","Desigualdad","0.11160595333041","0.09153836816128","0.13167353849955"
"2015","11","2015-11-15","75","Nov '15","total","Pensiones","0.10162507662605","0.082181787758549","0.12106836549354"
"2015","11","2015-11-15","75","Nov '15","total","Corrupción","0.2419150837454","0.21285810334832","0.27097206414248"
"2015","11","2015-11-15","75","Nov '15","total","Delincuencia, asaltos y robos","0.58031305094132","0.54696985492908","0.61365624695356"
"2015","11","2015-11-15","75","Nov '15","total","Pobreza","0.22579615302471","0.20001039413793","0.25158191191148"
"2015","11","2015-11-15","75","Nov '15","total","Sueldos","0.25459808399398","0.2257860055178","0.28341016247017"
"2015","11","2015-11-15","75","Nov '15","total","Inmigración","0.11370928774177","0.094527059296155","0.13289151618738"
"2015","11","2015-11-15","75","Nov '15","total","Reformas constitucionales","0.046554814188683","0.031290442756201","0.061819185621165"
"2015","11","2015-11-15","75","Nov '15","total","Desigualdad","0.12953079271865","0.10636460791216","0.15269697752513"
"2016","8","2016-08-15","77","Jul-Ago '16†","total","Pensiones","0.11923410211438","0.098737912094573","0.1397302921342"
"2016","8","2016-08-15","77","Jul-Ago '16†","total","Corrupción","0.35853983877051","0.32446570451774","0.39261397302327"
"2016","8","2016-08-15","77","Jul-Ago '16†","total","Delincuencia, asaltos y robos","0.51676630020957","0.48661263966677","0.54691996075238"
"2016","8","2016-08-15","77","Jul-Ago '16†","total","Pobreza","0.19806522401923","0.17216323398584","0.22396721405262"
"2016","8","2016-08-15","77","Jul-Ago '16†","total","Sueldos","0.2900023699413","0.2608771307037","0.31912760917889"
"2016","8","2016-08-15","77","Jul-Ago '16†","total","Inmigración","0.076853321442661","0.059242394655644","0.094464248229678"
"2016","8","2016-08-15","77","Jul-Ago '16†","total","Reformas constitucionales","0.04735178541866","0.03353985158666","0.06116371925066"
"2016","8","2016-08-15","77","Jul-Ago '16†","total","Desigualdad","0.10117379827069","0.082218176372327","0.12012942016906"
"2016","12","2016-12-15","78","Nov-Dic '16","total","Pensiones","0.085386412177947","0.066066419354199","0.10470640500169"
"2016","12","2016-12-15","78","Nov-Dic '16","total","Corrupción","0.25345441033639","0.22442288776604","0.28248593290673"
"2016","12","2016-12-15","78","Nov-Dic '16","total","Delincuencia, asaltos y robos","0.51897176050372","0.48767253724045","0.55027098376699"
"2016","12","2016-12-15","78","Nov-Dic '16","total","Pobreza","0.19507930776785","0.17112866428558","0.21902995125012"
"2016","12","2016-12-15","78","Nov-Dic '16","total","Sueldos","0.30946972030648","0.27811137944645","0.3408280611665"
"2016","12","2016-12-15","78","Nov-Dic '16","total","Inmigración","0.085655520920982","0.069042864487958","0.10226817735401"
"2016","12","2016-12-15","78","Nov-Dic '16","total","Reformas constitucionales","0.019058412351972","0.010780633736507","0.027336190967436"
"2016","12","2016-12-15","78","Nov-Dic '16","total","Desigualdad","0.11080492201968","0.092755157126405","0.12885468691295"
"2017","5","2017-05-15","79","Abr-May '17","total","Pensiones","0.105767023532","0.083435782529011","0.12809826453498"
"2017","5","2017-05-15","79","Abr-May '17","total","Corrupción","0.31850634108594","0.28876229933204","0.34825038283985"
"2017","5","2017-05-15","79","Abr-May '17","total","Delincuencia, asaltos y robos","0.55388210020512","0.52255223058809","0.58521196982216"
"2017","5","2017-05-15","79","Abr-May '17","total","Pobreza","0.19328212493285","0.16973037701808","0.21683387284762"
"2017","5","2017-05-15","79","Abr-May '17","total","Sueldos","0.27840202226475","0.24861916621423","0.30818487831527"
"2017","5","2017-05-15","79","Abr-May '17","total","Inmigración","0.092450101744318","0.074892643623476","0.11000755986516"
"2017","5","2017-05-15","79","Abr-May '17","total","Reformas constitucionales","0.036707794953248","0.024300138101725","0.049115451804771"
"2017","5","2017-05-15","79","Abr-May '17","total","Desigualdad","0.11978502390996","0.098559796853221","0.1410102509667"
"2017","7","2017-07-15","80","Jul-Ago '17","total","Pensiones","0.087255005980826","0.062864245995629","0.11164576596602"
"2017","7","2017-07-15","80","Jul-Ago '17","total","Corrupción","0.23319916559511","0.20303389059469","0.26336444059553"
"2017","7","2017-07-15","80","Jul-Ago '17","total","Delincuencia, asaltos y robos","0.50911130901789","0.47527589393751","0.54294672409826"
"2017","7","2017-07-15","80","Jul-Ago '17","total","Pobreza","0.23164058886979","0.20323930669372","0.26004187104587"
"2017","7","2017-07-15","80","Jul-Ago '17","total","Sueldos","0.2705929921728","0.23927432813798","0.30191165620762"
"2017","7","2017-07-15","80","Jul-Ago '17","total","Inmigración","0.079858478621057","0.062385763538807","0.097331193703307"
"2017","7","2017-07-15","80","Jul-Ago '17","total","Reformas constitucionales","0.045283110600508","0.031170895758272","0.059395325442743"
"2017","7","2017-07-15","80","Jul-Ago '17","total","Desigualdad","0.11134692040789","0.089206626974525","0.13348721384126"
"2017","10","2017-10-15","81","Sep-Oct '17†","total","Pensiones","0.3797386662455","0.34777934302156","0.41169798946944"
"2017","10","2017-10-15","81","Sep-Oct '17†","total","Corrupción","0.19742805792936","0.17222637053009","0.22262974532864"
"2017","10","2017-10-15","81","Sep-Oct '17†","total","Delincuencia, asaltos y robos","0.47098449811184","0.43945129641748","0.5025176998062"
"2017","10","2017-10-15","81","Sep-Oct '17†","total","Pobreza","0.2053614568355","0.176782903256","0.23394001041498"
"2017","10","2017-10-15","81","Sep-Oct '17†","total","Sueldos","0.24913821978071","0.21906218758733","0.27921425197409"
"2017","10","2017-10-15","81","Sep-Oct '17†","total","Reformas constitucionales","0.024535013598219","0.015834893426809","0.033235133769628"
"2017","10","2017-10-15","81","Sep-Oct '17†","total","Desigualdad","0.095020286651069","0.075257353620287","0.11478321968185"
"2017","10","2017-10-15","81","Sep-Oct '17†","total","Sistema judicial","0.09287405954708","0.075348752477597","0.11039936661656"
"2018","10","2018-10-15","82","Oct-Nov '18","total","Pensiones","0.47659809087155","0.43869850929979","0.5144976724433"
"2018","10","2018-10-15","82","Oct-Nov '18","total","Corrupción","0.19590356925566","0.16346706199125","0.22834007652006"
"2018","10","2018-10-15","82","Oct-Nov '18","total","Delincuencia, asaltos y robos","0.48072718921028","0.44067844260335","0.52077593581721"
"2018","10","2018-10-15","82","Oct-Nov '18","total","Pobreza","0.20001554920432","0.16394527140838","0.23608582700025"
"2018","10","2018-10-15","82","Oct-Nov '18","total","Sueldos","0.19021384435532","0.15863746275565","0.22179022595498"
"2018","10","2018-10-15","82","Oct-Nov '18","total","Inmigración","0.058719644279854","0.038758311953236","0.078680976606473"
"2018","10","2018-10-15","82","Oct-Nov '18","total","Reformas constitucionales","0.027437926221165","0.015131091133951","0.039744761308379"
"2018","10","2018-10-15","82","Oct-Nov '18","total","Desigualdad","0.07647355458377","0.056454777914769","0.09649233125277"
"2019","5","2019-05-15","83","May '19†","total","Pensiones","0.45879061739343","0.4206405937614","0.49694064102547"
"2019","5","2019-05-15","83","May '19†","total","Corrupción","0.24971713687137","0.22052109210311","0.27891318163962"
"2019","5","2019-05-15","83","May '19†","total","Delincuencia, asaltos y robos","0.51291994507656","0.47518266187296","0.55065722828015"
"2019","5","2019-05-15","83","May '19†","total","Pobreza","0.19551345903607","0.16777204711818","0.22325487095396"
"2019","5","2019-05-15","83","May '19†","total","Sueldos","0.20591738252195","0.17630663386137","0.23552813118254"
"2019","5","2019-05-15","83","May '19†","total","Inmigración","0.042451196349364","0.026691454901594","0.058210937797134"
"2019","5","2019-05-15","83","May '19†","total","Reformas constitucionales","0.026691919073431","0.013944486254431","0.03943935189243"
"2019","5","2019-05-15","83","May '19†","total","Desigualdad","0.08748049932201","0.064845478489448","0.11011552015457"
"2019","12","2019-12-15","84","Dic '19","total","Pensiones","0.64104565369584","0.60739297992408","0.67469832746759"
"2019","12","2019-12-15","84","Dic '19","total","Corrupción","0.18167075827542","0.15633878459836","0.20700273195248"
"2019","12","2019-12-15","84","Dic '19","total","Delincuencia, asaltos y robos","0.25961402036957","0.22782469323314","0.29140334750601"
"2019","12","2019-12-15","84","Dic '19","total","Pobreza","0.1303044434902","0.10703986534351","0.15356902163689"
"2019","12","2019-12-15","84","Dic '19","total","Sueldos","0.26664480118405","0.23673290579929","0.29655669656881"
"2019","12","2019-12-15","84","Dic '19","total","Inmigración","0.012385439363152","0.0066907929614929","0.018080085764811"
"2019","12","2019-12-15","84","Dic '19","total","Reformas constitucionales","0.071511808485473","0.054019386954676","0.08900423001627"
"2019","12","2019-12-15","84","Dic '19","total","Desigualdad","0.17753738437897","0.14925157928787","0.20582318947007"
"2021","8","2021-08-15","85","Ago '21†","total","Pensiones","0.4094000239555","0.37361518046645","0.44518486744455"
"2021","8","2021-08-15","85","Ago '21†","total","Corrupción","0.19817783033794","0.1680814451867","0.22827421548919"
"2021","8","2021-08-15","85","Ago '21†","total","Delincuencia, asaltos y robos","0.4183106152803","0.37944998287156","0.45717124768905"
"2021","8","2021-08-15","85","Ago '21†","total","Pobreza","0.22746478185947","0.19327273627023","0.26165682744871"
"2021","8","2021-08-15","85","Ago '21†","total","Sueldos","0.17249847124932","0.14303950166595","0.20195744083269"
"2021","8","2021-08-15","85","Ago '21†","total","Inmigración","0.056828531552874","0.041343622629311","0.072313440476437"
"2021","8","2021-08-15","85","Ago '21†","total","Desigualdad","0.11609830330011","0.088853007548394","0.14334359905183"
"2022","5","2022-05-15","86","Abr-May '22","total","Pensiones","0.33106062229261","0.29585640903169","0.36626483555353"
"2022","5","2022-05-15","86","Abr-May '22","total","Corrupción","0.13936355012631","0.11443365804321","0.1642934422094"
"2022","5","2022-05-15","86","Abr-May '22","total","Delincuencia, asaltos y robos","0.50240961933594","0.46697784069961","0.53784139797227"
"2022","5","2022-05-15","86","Abr-May '22","total","Pobreza","0.15140141772112","0.12589779519276","0.17690504024948"
"2022","5","2022-05-15","86","Abr-May '22","total","Sueldos","0.15926678592822","0.1336286678247","0.18490490403174"
"2022","5","2022-05-15","86","Abr-May '22","total","Inmigración","0.13407383642858","0.11000638560728","0.15814128724988"
"2022","5","2022-05-15","86","Abr-May '22","total","Desigualdad","0.095742344271335","0.07346261262281","0.11802207591986"
"2022","5","2022-05-15","86","Abr-May '22","total","Alzas de precios, inflación","0.12947977591908","0.10271157122611","0.15624798061206"
"2022","11","2022-11-15","88","Nov-Dic '22","total","Pensiones","0.31183919717647","0.27973021177231","0.34394818258062"
"2022","11","2022-11-15","88","Nov-Dic '22","total","Corrupción","0.13998419353338","0.11788725797108","0.16208112909568"
"2022","11","2022-11-15","88","Nov-Dic '22","total","Delincuencia, asaltos y robos","0.60484150973887","0.57225654592844","0.6374264735493"
"2022","11","2022-11-15","88","Nov-Dic '22","total","Pobreza","0.12319282746885","0.10235769564067","0.14402795929703"
"2022","11","2022-11-15","88","Nov-Dic '22","total","Sueldos","0.13271029550454","0.11086257243141","0.15455801857767"
"2022","11","2022-11-15","88","Nov-Dic '22","total","Inmigración","0.1914305239268","0.16420060919536","0.21866043865823"
"2022","11","2022-11-15","88","Nov-Dic '22","total","Desigualdad","0.075192324493746","0.056096713540195","0.094287935447297"
"2022","11","2022-11-15","88","Nov-Dic '22","total","Alzas de precios, inflación","0.10288835066886","0.083453322476409","0.12232337886131"
"2022","11","2022-11-15","88","Nov-Dic '22","total","La Constitución","0.028619231504707","0.017498528609981","0.039739934399433"
"2023","7","2023-07-15","89","Jun-Jul '23","total","Pensiones","0.2740622335961","0.23871410527842","0.30941036191378"
"2023","7","2023-07-15","89","Jun-Jul '23","total","Corrupción","0.21106911868727","0.18340601926144","0.23873221811309"
"2023","7","2023-07-15","89","Jun-Jul '23","total","Delincuencia, asaltos y robos","0.53557800109115","0.50044846400097","0.57070753818132"
"2023","7","2023-07-15","89","Jun-Jul '23","total","Pobreza","0.1951992292801","0.15550595920956","0.23489249935063"
"2023","7","2023-07-15","89","Jun-Jul '23","total","Sueldos","0.12538697441207","0.10428448598458","0.14648946283956"
"2023","7","2023-07-15","89","Jun-Jul '23","total","Inmigración","0.15278237412615","0.127116702445","0.1784480458073"
"2023","7","2023-07-15","89","Jun-Jul '23","total","Desigualdad","0.070230754499935","0.050017437604481","0.090444071395389"
"2023","7","2023-07-15","89","Jun-Jul '23","total","Alzas de precios, inflación","0.1155371012422","0.089158481209664","0.14191572127474"
